第1题: 1/2*(1'1/3+(1/5+4))=2'23/30
第631题: 2'1/2-4÷2=1/2
第632题: 3'3/9÷(5'7/8+4)=80/237
第633题: 6'3/8-6'2/6-1/1÷1'2/4=-5/8
第634题: 3/6÷1/1=1/2
第635题: 2'1/2+5'1/8*2/3=5'11/12
第636题: (1/7÷1'1/2)÷(2*1/4)=4/21
第637题: 1/4-3=-2'3/4
第638题: 1'2/7-(1/2*3)=3/-14
第639题: 2/3-1'1/1=-1'1/3
第640题: 5/7-10=-9'2/7
第641题: 2/6*(10-1'1/2)*1=2'5/6
第642题: 3-(5'5/6-(1*4/7))=-2'11/42
第643题: 1/4*(2/10-9)*4=-8'4/5
第644题: (1÷3)*(8*9)=24
第645题: 3+(6-3/4)=8'1/4
第646题: (6÷1/2)-(5+1)=6
第647题: 3+10=13
第648题: 1*(6+1/2)÷1'2/4=4'1/3
第649题: 6÷8-5=-4'1/4
第650题: (7÷8)÷9*1'1/3=7/54
第651题: 10*8=80
第652题: (10+6+10)=26
第653题: 7'3/7*3/7=3'9/49
第654题: 5+(3-6)=2
第655题: (5*1'2/3)-3'4/5*3=-3'1/15
第656题: (7-1/9*4)-2=4'5/9
第657题: 1/5+4÷1/4=16'1/5
第658题: (1'1/1+1'2/9+5)=8'2/9
第659题: 2-8=-6
第660题: 8*4*(7÷6)=37'1/3
第661题: 7'2/9+(10*4+1'1/3)=48'5/9
第662题: (4'2/7÷6÷4/5)=25/28
第663题: 8-1/7+1/5+1/4=8'43/140
第664题: (1/2÷1/2)+3/5=1'3/5
第665题: 9-2=7
第666题: (2/3*1÷2'4/6)*7'2/8=1'13/16
第667题: 8*(5÷(2/6-1/2))=-240
第668题: 4'1/10÷7=41/70
第669题: 1'1/2*7+10=20'1/2
第670题: 10'6/10÷(7*5/6)=1'143/175
第671题: (3'2/4-2/7)÷5'5/7+9=9'9/16
第672题: 2+2-6/10=3'2/5
第673题: 9+4+(1/3-1)=12'1/3
第674题: (9*3'3/5÷3'2/9)+6=16'8/145
第675题: 1/2÷2=1/4
第676题: 7*1+4'1/5-2'7/8=8'13/40
第677题: 7'7/8-(5'1/10*1)=2'31/40
第678题: 7-8=-1
第679题: 2+2'1/7+7=11'1/7
第680题: 5'1/8÷7=41/56
第681题: 2-7'5/7=-5'5/7
第682题: (1*1'2/3)+2/7=1'20/21
第683题: (9÷9)*3*4=12
第684题: (1+1'1/1-8/10)=2'1/5
第685题: (1/2+3/8*7+1'1/3)=4'11/24
第686题: 1'1/1÷4'1/5=10/21
第687题: (7*1-7)=0/1
第688题: (9÷1'1/2+10)=16
第689题: (2/5-3)+2/4=-2'1/10
第690题: (6+1/1÷1/2)+4'2/7=12'2/7
第691题: 7*3'3/4=26'1/4
第692题: 1'2/10+(10÷5'7/8)=2'212/235
第693题: 10*7=70
第694题: 6/8*1/7=3/28
第695题: 6-9-2'1/5=-5'1/5
第696题: (6'1/7-1)+1=6'1/7
第697题: 6+3'4/5=9'4/5
第698题: (3'1/3÷(3-9-6))=-5/18
第699题: 8*6=48
第700题: (2-6/8)+4=5'1/4
第701题: (7-7)+(1/2+4)=4'1/2
第702题: 1'1/3*5'3/5*10=74'2/3
第703题: 10+(6'8/10+7)=23'4/5
第704题: 1'1/3+4-5=1/3
第705题: 3'4/5÷(7/9-1)=-17'1/10
第706题: 2*10=20
第707题: 1/1*1/1=1
第708题: (5/7*7'7/10)+1/1-6'4/6=1/-6
第709题: (2'2/5-6+8)=4'2/5
第710题: (10÷(6'1/8÷7+1'4/8))=4'4/19
第711题: (3+7+7)+10=27
第712题: (1/7÷3'4/5)-1=128/-133
第713题: 3'3/8+(1/2*(1/6*8/10))=3'53/120
第714题: 1÷(1/7+(6'7/10+10))=70/1179
第715题: 5+(6-6)=5
第716题: 7-7/9=6'2/9
第717题: 3-(2÷1)=1
第718题: 2+(7-4'1/6)+7=11'5/6
第719题: 10*(7+1'1/2)=85
第720题: 5/7+(3/7-(3+10))=-11'6/7
第721题: 10'9/10+4=14'9/10
第722题: 1'1/1÷(2*(4-10))=1/-6
第723题: (2'3/4-10*9)*5=-436'1/4
第724题: 4÷(2-1'1/3)-1=5
第725题: 6'1/6-(8/9-4-10)=19'5/18
第726题: 10+1/5=10'1/5
第727题: 5-9/10*2=3'1/5
第728题: 1'2/3÷4'5/10=10/27
第729题: 1'1/1÷10=1/5
第730题: 3'5/10-4'1/6-5/10=-1'1/6
第731题: 1/6+(1'1/1*(2*3/4))=3'1/6
第732题: 6+3-4=5
第733题: 7*1'2/4=10'1/2
第734题: 1/2+(4'2/4*8/10)=4'1/10
第735题: (10-1'1/2+2/4)*9=81
第736题: 1'1/1+10=12
第737题: 7+2=9
第738题: (4'1/5*8*4'3/7)=148'4/5
第739题: 1/7*(2/4÷(8*5))=1/560
第740题: 1/2*1/3=1/6
第741题: 8÷10*(7-2)=4
第742题: (1/3+1)÷2=2/3
第743题: 2-(1'1/1-8)=8
第744题: (3/6*5)÷1/2=5
第745题: (1/9*1'1/5)÷4*2'1/5=11/150
第746题: 6÷2'2/8÷8/10=3'1/3
第747题: 2/7*3'1/3-2-10'1/10=-11'31/210
第748题: 5'1/5+1/1-6=1/5
第749题: 8+5'2/7=13'2/7
第750题: 1'1/6-6÷6-3=-2'5/6
第751题: 1/4*(2-6+4)=0/4
第752题: 1'1/5÷3'1/3=9/25
第753题: 5/6-(2/5*7)*1/9=47/90
第754题: 6÷3=2
第755题: 2/3+9=9'2/3
第756题: (2÷4+(4/6*3))=2'1/2
第757题: (2'5/8-1*8-8)=-13'3/8
第758题: 4÷(5/9*4/7)=12'3/5
第759题: 9+6=15
第760题: (6-1'1/2-1/1)=3'1/2
第761题: (1/5÷1'1/1)-2'2/8=-2'3/20
第762题: 2'5/8+(3/6*8)-7/9=5'61/72
第763题: 7'2/7÷6/7=8'1/2
第764题: 7'4/7÷1=7'4/7
第765题: (8/10+9'7/10)-5=5'1/2
第766题: 2+2/6*(2/7+1'2/4)=2'25/42
第767题: (9+6)+(3/4-1/4)=15'1/2
第768题: (4+(2'1/3-6-6/7))=11/-21
第769题: (7+8'5/9)*1/2=7'7/9
第770题: 1/1+8=9
第771题: 4/6-(2÷2)=1/-3
第772题: 2/10*2'6/7=4/7
第773题: 10*(1-2'1/2)=-15
第774题: 3-5=-2
第775题: (10*(3*5'3/6+2'1/4))=187'1/2
第776题: 9*8=72
第777题: 4*1'4/6=6'2/3
第778题: (1/4-2/3-6'6/7)=-7'23/84
第779题: 2/10-4/10=1/-5
第780题: 1'1/2+9=10'1/2
第781题: (1/4÷2/5)-6'4/10+8=2'9/40
第782题: 6-1'1/5=4'4/5
第783题: 7-10+3÷10=-2'7/10
第784题: (4'1/7÷1/6*(7+10))=422'4/7
第785题: 4'3/4*1/10÷(2/9*2/9)=9'99/160
第786题: (2/5*2'4/6÷2'2/3)÷1=2/5
第787题: 5+1/8+3'1/3=8'11/24
第788题: 5*4/8=2'1/2
第789题: 8+(6/10+1/1)=9'3/5
第790题: (3÷8)+3=3'3/8
第791题: (1/2*7'2/8)-7=-3'3/8
第792题: 1+8-1'1/1=7
第793题: 8-(1'1/3-7)=13'2/3
第794题: 1'4/10÷1'1/1=7/10
第795题: 1/3+5*2'1/3=12
第796题: 2÷3=2/3
第797题: 1/2÷(1'1/1-4/7)=7/20
第798题: (1'1/1÷8-2/3)-3/7=-71/84
第799题: 6*9=54
第800题: 1'1/2+(9'5/9÷10)=2'41/90
第801题: 5+1/9*(3/4-3)=4'3/4
第802题: 1'5/10-1'1/1÷5'6/8=1'7/46
第803题: (1/2÷2'1/2)+3=3'1/5
第804题: 6*5=30
第805题: 9+(3/4*7)=14'1/4
第806题: 6÷4'1/8=1'5/11
第807题: (5/8÷3'4/6)-(8÷7)=-599/616
第808题: (1'1/2*4/6)*10=10
第809题: 4/5-(6'1/8÷2/5-6/9)=-13'203/240
第810题: 3'5/8-(4*2)*9=-68'3/8
第811题: 3*(1'1/3÷2-4/6)=0/6
第812题: (10*5)*4÷1/2=400
第813题: 5*4*1=20
第814题: 1/2÷3'2/3=3/22
第815题: 8-(7÷6)=6'5/6
第816题: 1-2'4/5=-1'4/5
第817题: (5-1/6)-(8*2)=-11'1/6
第818题: 10*5÷5=10
第819题: 3/10÷1=3/10
第820题: (6'2/6+10-1'2/4)+1/2=15'1/3
第821题: 1'1/1-3+(1/4+4'2/5)=3'13/20
第822题: 3÷5=3/5
第823题: (2/5+7)-2=5'2/5
第824题: (10÷1/8-4/6)÷10=7'14/15
第825题: 3'1/4-5/10=2'3/4
第826题: 4-2=2
第827题: 8÷1/9÷(1/2+2)=28'4/5
第828题: 6-1'1/3=4'2/3
第829题: 6-3/9=5'2/3
第830题: 1'1/1-1/3=1'2/3
第831题: 9*(3/9+(10*1'6/8))=160'1/2
第832题: 6-(8+3)=-5
第833题: 7+4-3'1/4+5=12'3/4
第834题: 6'4/8+7=13'1/2
第835题: 8-5÷1'1/1÷4/9=2'3/8
第836题: 2'1/2÷1'1/8=2'2/9
第837题: 1*4/10+7=7'2/5
第838题: 1/3*1-1'1/1+1'1/2=1/-6
第839题: 10-1/9*7=9'2/9
第840题: 1*7=7
第841题: (1'1/9*2/8÷2'1/2)=1/9
第842题: 1/8+3'2/3+3/9=4'1/8
第843题: 2/7÷3/7=2/3
第844题: 2-6'1/7÷9-1/1=20/63
第845题: 9+1'5/7=10'5/7
第846题: 1/1÷(1+1'1/3)-3'2/5=-2'34/35
第847题: (1/1+5)*1'1/1*7=84
第848题: (3+10)+6'4/6=19'2/3
第849题: (6÷4/10*10)*7/8=131'1/4
第850题: 6-6÷(4/5-1'1/2)=14'4/7
第851题: (7+1'5/7÷7'6/9)=7'36/161
第852题: (3'2/5+10+(2-7))=8'2/5
第853题: (3+4)*(8-4)=28
第854题: 6÷(6-(8/9÷1/2))=1'8/19
第855题: 5'5/7+7'4/8=13'3/14
第856题: (10'4/10*5)+(6*2/8)=53'1/2
第857题: (7-3)*3=12
第858题: 1/2÷3'1/4=2/13
第859题: (7/8-7/10)-5=-4'33/40
第860题: (1'2/5+1/9+(10+3))=14'23/45
第861题: 3*7'6/7=23'4/7
第862题: 9-(5/6-6'5/7+3)=11'37/42
第863题: 8+5/7=8'5/7
第864题: 2*5=10
第865题: 1/3+3=3'1/3
第866题: 3'1/3+8=11'1/3
第867题: (1/3÷4)÷7/8-5/6=31/-42
第868题: (1'1/2*9)÷1'1/1=6'3/4
第869题: 2'2/4+4=6'1/2
第870题: 2'1/2-6÷7/10=-6'1/14
第871题: 1/3*2/7÷6'1/7-8=-7'127/129
第872题: 9÷(1/9*1'1/1)=40'1/2
第873题: 2÷8=1/4
第874题: 5÷4'1/5=1'4/21
第875题: (1/1÷2'1/8-2)=-1'9/17
第876题: 5+1/6=5'1/6
第877题: (7÷5÷1/4)÷2=2'4/5
第878题: 2-1/7-(1-10)=10'6/7
第879题: 5+5+3=13
第880题: 3'4/6*(4-1'7/10)=8'13/30
第881题: 4÷(4*(1/1-1))=0
第882题: 6*4÷(3/5+10)=2'14/53
第883题: 6+6=12
第884题: 1/2÷(4÷(8÷1/5))=5
第885题: 1'1/1-(1/1-5/9-10)=11'5/9
第886题: 3/7÷2-8=-7'11/14
第887题: 2*2'1/2-6+8=7
第888题: 1/1*6=6
第889题: (3+4)*(1'1/3-2/9)=7'7/9
第890题: 3/4+10=10'3/4
第891题: 9-7/10=8'3/10
第892题: 8+5'4/10+1'1/1=15'2/5
第893题: 2-6/9=1'1/3
第894题: 3'8/9*(2'1/2+10)=48'11/18
第895题: (5/6-9+9'7/10)=1'8/15
第896题: 10-(4/6-(2+3/5))=11'14/15
第897题: (6'5/10+7)+1/3=13'5/6
第898题: 7-(2'3/6*1)=4'1/2
第899题: 6/7*4'1/5=3'3/5
第900题: 5*1/8÷(8*3/8)=5/24
第901题: (10*6-9+1)=52
第902题: 5+(8'1/8-3)=10'1/8
第903题: 1/1÷9=1/9
第904题: 1/4÷(1/3-2)+7=6'17/20
第905题: 4-(1'1/1-3'2/7)+2'3/8=7'37/56
第906题: 2'1/7*8÷3'1/3*1/1=5'1/7
第907题: 1÷(6/9-(8'1/8-4))=-24/83
第908题: 3*3-1/2=8'1/2
第909题: (9-10+5)=4
第910题: 1/1÷(9+10)=1/19
第911题: 10*3=30
第912题: (1/2*3/6*1/9)=1/36
第913题: 7÷7*(1'1/2*7/8)=1'5/16
第914题: 9÷5'4/8-3'1/5-2'6/7=-4'162/385
第915题: 2*8÷(3'2/8÷10'1/10)=49'47/65
第916题: 2÷5/6-(3+4)=-4'3/5
第917题: (3'1/6-10-(3'1/3+2))=-12'1/6
第918题: 9*2÷7=2'4/7
第919题: (3'1/3*1/4)÷(4'1/7÷7)=1'71/174
第920题: (5÷5'4/5*6)=5'5/29
第921题: 5/7*9=6'3/7
第922题: (6'1/10+7)*2'2/8=29'19/40
第923题: 1/1-1-1/3=1/-3
第924题: 6*1'1/7=6'6/7
第925题: 7*7'5/9+3-1'1/10=54'71/90
第926题: 2'6/7-10-(4/5-3/4)=-7'27/140
第927题: 4÷(3/4+4)=16/19
第928题: (1/3-7)-7=-13'2/3
第929题: 7'6/8+2/4=8'1/4
第930题: 8*(8÷10)=6'2/5
第931题: 1/1-8*4=-31
第932题: 1/2*2/4=1/4
第933题: (6*1/6+(5/6*4))=4'1/3
第934题: 1'2/8÷10=1/8
第935题: (5+4*9)=41
第936题: 1/1÷1'3/5=5/8
第937题: 10'1/10+(2÷(3'6/10*6/10))=11'7/270
第938题: 6/8-2=-1'1/4
第939题: 2/5+4=4'2/5
第940题: 4+3/9+4=8'1/3
第941题: 2+3/4*4'5/7=5'15/28
第942题: 7'5/8÷1'1/2=5'1/12
第943题: 3'2/8*1'1/2=4'7/8
第944题: 7-(3-4*4)=20
第945题: 3/4-7/10+8'6/10-6'3/7=2'31/140
第946题: 9÷5=1'4/5
第947题: 2'1/4*2+8=12'1/2
第948题: 1/3+(5-5)=1/3
第949题: 3'3/7*8'5/8=29'4/7
第950题: 8÷(3/10÷3'2/6+6)=1'191/609
第951题: 2'1/9+4+8=14'1/9
第952题: (2*4)-5=3
第953题: 3*9-5'1/7-3=18'6/7
第954题: 1/9-(8/10*10-2/5)=-7'22/45
第955题: 3-6/7=2'1/7
第956题: 6'2/7+(1'2/3-1'1/1)*7=3'20/21
第957题: (2*2-3'1/6)*8=6'2/3
第958题: 3-2'1/3=2/3
第959题: 3*4'2/4=13'1/2
第960题: (4÷6/10÷6)=1'1/9
第961题: (1/8*4'1/4)*9=4'25/32
第962题: 8/9÷9-1/9-4=-4'1/81
第963题: 3÷9+2=2'1/3
第964题: 9÷4+5-3'1/10=4'3/20
第965题: 4/5-(3'1/3*6/10)=-1'1/5
第966题: 1÷(5*2'5/9÷5/6)=3/46
第967题: 7*(4'4/6-2)=18'2/3
第968题: 2/4+(5÷1)=5'1/2
第969题: (4+7)*4/9=4'8/9
第970题: 9+(1'1/4+3'2/10)=13'9/20
第971题: 2/10*4=4/5
第972题: 1/2-1=1/-2
第973题: (9/10-5+3'8/10)=-3/10
第974题: 1+1/1+5/10-1/3=2'1/6
第975题: (1/8*6'8/9)*3=2'7/12
第976题: (6+1/1-4'4/5-4)=-1'4/5
第977题: 7*(1/3*1/1)=2'1/3
第978题: (1/2+1/4-9)=-8'1/4
第979题: 2'1/3-1+2/3÷3'5/8=1'15/29
第980题: 5/8*3*8/10=1'1/2
第981题: 5*(10÷5)=10
第982题: 7+3/4=7'3/4
第983题: 2/5*4'4/6-(1'1/2÷1/1)=11/30
第984题: (8+6-6'5/10)+8/9=8'7/18
第985题: (10'7/10÷5/8÷7)=2'78/175
第986题: 5÷3/5=8'1/3
第987题: 10*2/10*(3*1/1)=6
第988题: 4/7÷1'1/1=2/7
第989题: (8'1/10-7+8)=9'1/10
第990题: 2'1/7-4'1/7+3-10=-9
第991题: 10+4+(5/10+1'3/7)=15'13/14
第992题: (2'1/4÷6)-3=-2'5/8
第993题: 2÷2÷4'5/6÷2'6/7=21/290
第994题: 2'4/10÷1/7=16'4/5
第995题: 1/8*3=3/8
第996题: 2/5÷8=1/20
第997题: 3'2/10*1'2/3=5'1/3
第998题: (5'4/5-5)*2'1/4=1'4/5
第999题: 2+1=3
第1000题: 3/4+8*10=80'3/4
第1001题: 1/1+(1÷8)=1'1/8
第1002题: 1/3÷2'1/2+2'2/5=2'8/15
第1003题: 6-4÷1/10=-34
第1004题: (1/4-3)÷(4/6*10)=33/-80
第1005题: 1/7*1'1/2=3/14
第1006题: 2-3=-1
第1007题: (9-1/2)-1/8÷8=8'31/64
第1008题: 6+(1/6-3/9)=5'5/6
第1009题: (3'2/3*10)*3/6=18'1/3
第1010题: (8+7*5)-1'1/1=41
第1011题: 4'5/9-(1*6'1/6*2'3/6)=-10'31/36
第1012题: 10-9=1
第1013题: (2'5/7+8)÷1/2=21'3/7
第1014题: 1'1/1*3'6/7=7'5/7
第1015题: 8'6/9÷(8/9+(3+5))=39/40
第1016题: 4/7+(3'5/6*3)=12'1/14
第1017题: 7+(3+6)=16
第1018题: 2÷6=1/3
第1019题: 5'1/5+8=13'1/5
第1020题: 7÷(4/6*3)=3'1/2
第1021题: 7÷3'1/3=2'1/10
第1022题: 3-5*9=-42
第1023题: 2'2/3+(4/9÷7)=2'46/63
第1024题: (2+6)+(1'1/2-8)=1'1/2
第1025题: (3÷(4'3/6-1*1/6))=9/13
第1026题: 2*6÷1'2/3-2/8=6'19/20
第1027题: 6'3/6*(1*8)-1'1/1=50
第1028题: 1'5/7÷1'2/10*8=11'3/7
第1029题: 1'3/5+2=3'3/5
第1030题: (2/9*7/9)*2/4=7/81
第1031题: 4'1/4+2=6'1/4
第1032题: (4'5/10*(2'1/6-4÷1'1/1))=3/4
第1033题: 5'4/6÷(2-4)÷5=-17/30
第1034题: 3-(1÷7'4/10)-9=-6'5/37
第1035题: 2'3/8+(2-1'1/2*1/2)=3'5/8
第1036题: 1/3+1'1/2÷(10+1'1/1)=11/24
第1037题: 4/6-4=-3'1/3
第1038题: (8+6'1/7+3)=17'1/7
第1039题: 1*10=10
第1040题: 2-7=-5
第1041题: 1/6-8-5=-12'5/6
第1042题: (1/2÷4'4/6)-5=-4'25/28
第1043题: 1÷3/8+3/4=3'5/12
第1044题: 10-(6*1'1/3)*1/1=2
第1045题: 8+1/5=8'1/5
第1046题: 3/9-3/10=1/30
第1047题: 9*4=36
第1048题: (3*6'4/6)+3'3/4=23'3/4
第1049题: 1/1-1'1/4=1/-4
第1050题: 1'4/7+3*1/8=1'53/56
第1051题: 4+(5'9/10+4)=13'9/10
第1052题: 4/6*1/2*9=3
第1053题: 1+3-2'1/3=1'2/3
第1054题: 1/2÷10=1/20
第1055题: (2÷1/1)+(7÷8)=2'7/8
第1056题: (3-5+5/8)=-1'3/8
第1057题: 1+5=6
第1058题: (6'2/6-1/1)*(1-7)=-32
第1059题: 10-6/8=9'1/4
第1060题: 3/4-(5÷1/3)=-14'1/4
第1061题: (1/9÷1÷3'2/3+3/6)=35/66
第1062题: 5÷4/5=6'1/4
第1063题: 3*10=30
第1064题: (3/7*1/5-2)-2/8=-2'23/140
第1065题: (5-1/1-3/7)=3'4/7
第1066题: (2/4÷2÷(9+1/3))=3/112
第1067题: (2/4÷8+3)÷4=49/64
第1068题: 5/6÷2/3÷5'4/5*2=25/58
第1069题: (1'4/10*9)+1/3=12'14/15
第1070题: 2/3÷3=2/9
第1071题: 10'7/10+(9/10÷3)*4'1/8=11'15/16
第1072题: 3÷(5-1/1)=3/4
第1073题: 7'3/10*3'2/3-(1*2/3)=26'1/10
第1074题: (1÷2)+4'4/8-7=-2
第1075题: 3*5=15
第1076题: 1÷6/9=1'1/2
第1077题: 7÷(3+(1'2/6÷3))=2'1/31
第1078题: 7-1'1/1-2=3
第1079题: (2'1/7+(3÷7*3/5))=2'2/5
第1080题: 3÷1/2+8=14
第1081题: (3'6/7-1'3/6*9'8/9)=-10'41/42
第1082题: 4*1/3÷(6'2/9-4)=3/5
第1083题: 1'9/10+(2/3*6)=5'9/10
第1084题: (10÷9÷(1'2/7*4))=35/162
第1085题: 9*10=90
第1086题: (4'4/7+1/4)*(7+1)=38'4/7
第1087题: 8÷4=2
第1088题: 7+4/6=7'2/3
第1089题: 1'2/3*1'1/2=2'1/2
第1090题: 4-2'1/3=1'2/3
第1091题: 4-1/10=3'9/10
第1092题: 4-1/5+4=7'4/5
第1093题: 9+3*6'5/8-1=27'7/8
第1094题: 4'3/4*1'1/2=7'1/8
第1095题: 6-(1/5÷(2-4/7))=5'43/50
第1096题: 10÷1=10
第1097题: 1/1+7=8
第1098题: 2'1/5÷3=11/15
第1099题: 3/6÷3/7+1/10=1'4/15
第1100题: 5*5-3÷1=22
第1101题: 2'9/10*5'4/7=16'11/70
第1102题: 2/3÷5=2/15
第1103题: 8-(7/10+(4'4/7-3/8))=3'29/280
第1104题: 1'5/8÷(7-1'1/2)=13/44
第1105题: 6/7*3/7=18/49
第1106题: 1+(3'2/4-1'2/3)=2'5/6
第1107题: (3*2'3/6)-5-8/10=1'7/10
第1108题: 1/6+2+2'1/3=4'1/2
第1109题: 6-3=3
第1110题: (8'1/8÷5'3/8)*10=15'5/43
第1111题: (1'2/5*3)-10=-5'4/5
第1112题: 3÷1'1/2-7/9=1'2/9
第1113题: (1*8'4/8)÷4'1/7÷1'1/1=1'3/116
第1114题: 3-1/9÷10=2'89/90
第1115题: 10-6'7/9=3'2/9
第1116题: (1/7÷1/2)-9=-8'5/7
第1117题: 7-2=5
第1118题: 5'2/5*6'1/9+6'7/8+4'2/5=44'11/40
第1119题: 1'1/3÷2=2/3
第1120题: 1+1-8/10=1'1/5
第1121题: (3/7*9)+(2*2'1/3)=8'11/21
第1122题: 1/1*1/4=1/4
第1123题: 6+9=15
第1124题: 2/9*2'3/5*6*4=13'13/15
第1125题: 9*(3+5'1/5*8)=401'2/5
第1126题: 1'1/2÷2=3/4
第1127题: 1/1-1/1=0/1
第1128题: 6/10÷(6*7'5/7)=7/540
第1129题: (1'3/6-5/6÷2/5)=-7/12
第1130题: 1/1÷10=1/10
第1131题: (1/2*4-1/1)=1
第1132题: 1/6*6=1
第1133题: 2'1/7*9=19'2/7
第1134题: 4'3/9-10-4'6/10-1/1=-11'4/15
第1135题: 10*10÷7=14'2/7
第1136题: 4-(3-1)=2
第1137题: 2+(2-3'2/3)=1/3
第1138题: (3÷2'2/6)-6'4/6-10=-15'8/21
第1139题: 9÷7=1'2/7
第1140题: (1-1÷(5-7))=1'1/2
第1141题: 3/4÷(1*10)=3/40
第1142题: 3+3'3/10+2'6/8=9'1/20
第1143题: 4/8÷(9*1'1/2)=1/27
第1144题: 7'8/10+(1'1/1-(9+6'1/7))=-5'12/35
第1145题: 2/4-(2/7*6)=-1'3/14
第1146题: 3'4/7÷9=25/63
第1147题: 4'2/6-(2-2÷2'1/2)=3'2/15
第1148题: 2+9/10*(1*1/2)=2'9/20
第1149题: (5÷5)*(5+2)=7
第1150题: 6+8'9/10=14'9/10
第1151题: 2'1/3-10=-7'2/3
第1152题: 4+6+(1*1)=11
第1153题: 1/5*2/4=1/10
第1154题: 3'2/8÷(3+1/2÷8)=1'3/49
第1155题: 5/6÷2÷(1*4/8)=5/6
第1156题: 10*(1'2/3+1'1/2*9)=151'2/3
第1157题: 2*(2/6+5)=10'2/3
第1158题: 5/10÷2+7-2/3=6'7/12
第1159题: 7-1/1+3=9
第1160题: 2'6/10*(1*3/5)=1'14/25
第1161题: (2÷8-2'2/10+4'5/9)=2'109/180
第1162题: 6+(3'1/5÷7)=6'16/35
第1163题: 1/8÷(4-6-9)=1/-88
第1164题: 9-1/2*9+1/1=5'1/2
第1165题: 3+8'3/8=11'3/8
第1166题: 5'1/8+(3/4-(1'2/4*3))=1'3/8
第1167题: 3'2/6+(2+5'1/7)=10'10/21
第1168题: 3/6-7=-6'1/2
第1169题: 7*7*1/2-5'4/5=18'7/10
第1170题: 8*1/4=2
第1171题: (3'3/9-2'2/4÷3'1/3)+6'5/7=9'25/84
第1172题: (7÷2'5/7)-(1'1/1-9)=9'11/19
第1173题: (1'1/1+2/7-(6*1/10))=1'24/35
第1174题: 1'1/4÷(4'2/4-1/4+1'1/1)=1/5
第1175题: (2'2/5*3)÷(10-7)=2'2/5
第1176题: 4'4/5+(5*5)=29'4/5
第1177题: (2'1/4+1'1/1)+5=9'1/4
第1178题: 1/2+2'1/2÷4'9/10=1'1/98
第1179题: 6/9+10=10'2/3
第1180题: (2+2'7/9÷1'1/1)+5=8'7/18
第1181题: 7-3'2/5÷3=5'13/15
第1182题: 6÷(1'1/6*2'1/3)=2'10/49
第1183题: 7÷4'5/9=1'22/41
第1184题: (7'1/9+9-3'4/9)=12'2/3
第1185题: 3*(1'1/3-4)=-8
第1186题: 7/8-(9÷1/4)÷7'1/7=-4'33/200
第1187题: 4-8÷(10÷2)=2'2/5
第1188题: 1*6/8-8=-7'1/4
第1189题: 4'1/4+8=12'1/4
第1190题: 7/8+2/6-1/1=5/24
第1191题: 1'1/2-6=-4'1/2
第1192题: (1'1/2*4/7÷4)=3/14
第1193题: 3'1/3÷(2/3*6'5/6)=30/41
第1194题: 7+3=10
第1195题: (4+4'5/6)-4=4'5/6
第1196题: 10-3'2/8÷3+3'6/8=12'2/3
第1197题: (1'1/3÷1)*5'4/6=7'5/9
第1198题: (9÷2)÷1/1=4'1/2
第1199题: (5÷10)-9/10=-2/5
第1200题: (2'2/6+7-9)=1/3
第1201题: 1+1'1/2÷(1'1/2-9)=4/5
第1202题: 1/8÷(1'1/1+5/6)-2'1/6=-2'25/204
第1203题: 3÷4=3/4
第1204题: 1'1/1*5=10
第1205题: (3/4÷8'2/9)*10+1/3=1'109/444
第1206题: (2÷3/6)+4'1/9=8'1/9
第1207题: 1/4*9=2'1/4
第1208题: 7*(2*10)÷5=28
第1209题: 7+10=17
第1210题: (6+1'1/2+7)=14'1/2
第1211题: (9-9)*(3/7+7)=0/7
第1212题: 2'1/2*(2/8+2/6)=1'11/24
第1213题: 6÷8=3/4
第1214题: 5'1/5+(1/7*7)÷1/5=10'1/5
第1215题: 3*2/3=2
第1216题: 1/10+4'4/8=4'3/5
第1217题: (6'1/7-7+(4'1/4÷5))=1/-140
第1218题: 8-(1/3-1/3+10)=-2
第1219题: 5+3'1/5+(1÷3)=8'8/15
第1220题: 10*(3/5÷3'2/3)=1'7/11
第1221题: 10+(4+9)=23
第1222题: (4/6*6*3)+4'1/4=16'1/4
第1223题: 6÷2=3
第1224题: 6/9*4+7'3/10=9'29/30
第1225题: 1/1*5=5
第1226题: 4÷1/7=28
第1227题: 9+(2/3-1/4)=9'5/12
第1228题: (1'1/2+(3÷5'6/8*5/10))=1'35/46
第1229题: 2+7/8=2'7/8
第1230题: 2'7/10÷1/2=5'2/5
第1231题: 1/1÷(5÷(7'2/7*3))=4'13/35
第1232题: 2+4'2/5=6'2/5
第1233题: 6*10÷6+1/7=10'1/7
第1234题: 4/6-8'8/9=-8'2/9
第1235题: 2'1/2+(9÷3÷1/4)=14'1/2
第1236题: (1/3+5)-7=-1'2/3
第1237题: 5-4'2/6*1'3/4=-2'7/12
第1238题: 7'5/9-4/8=7'1/18
第1239题: (8*2/10)*3=4'4/5
第1240题: (2/7*9-4)=-1'3/7
第1241题: 5+6=11
第1242题: 1/5*2'1/2=1/2
第1243题: 5'1/5-(6÷2)+2=4'1/5
第1244题: (6+1'1/2)÷4*6=11'1/4
第1245题: (2/5÷5'7/10÷5)=4/285
第1246题: 9-1/6=8'5/6
第1247题: (4/7-10'6/10)+3'6/7*2'1/3=-1'1/35
第1248题: 6*4'5/9=27'1/3
第1249题: 2'1/2*(6-5)=2'1/2
第1250题: 1/7÷4=1/28
